月の出,月の入,月齢
 9:23,23:33,  5.0
10:28,--:--,  6.0
11:29, 0:00,  7.0
12:27, 0:24,  8.0
13:24, 0:46,  9.0
14:21, 1:09, 10.0
15:19, 1:32, 11.0
16:18, 1:57, 12.0
17:19, 2:27, 13.0
18:19, 3:01, 14.0
19:18, 3:42, 15.0
20:12, 4:31, 16.0
21:00, 5:27, 17.0
21:42, 6:30, 18.0
22:17, 7:35, 19.0
22:48, 8:42, 20.0
23:15, 9:48, 21.0
23:42,10:54, 22.0
--:--,12:01, 23.0
 0:08,13:09, 24.0
 0:37,14:21, 25.0
 1:10,15:36, 26.0
 1:49,16:52, 27.0
 2:36,18:06, 28.0
 3:34,19:13, 29.0
 4:41,20:09,  0.7
 5:52,20:54,  1.7
 7:03,21:30,  2.7
 8:12,22:00,  3.7
 9:16,22:25,  4.7
