月の出,月の入,月齢
14:17,23:48,  9.3
14:55,--:--, 10.3
15:28, 0:55, 11.3
15:57, 2:03, 12.3
16:25, 3:13, 13.3
16:52, 4:23, 14.3
17:20, 5:35, 15.3
17:51, 6:50, 16.3
18:28, 8:07, 17.3
19:12, 9:26, 18.3
20:06,10:42, 19.3
21:08,11:50, 20.3
22:16,12:48, 21.3
23:25,13:35, 22.3
--:--,14:13, 23.3
 0:33,14:44, 24.3
 1:38,15:10, 25.3
 2:40,15:34, 26.3
 3:40,15:56, 27.3
 4:39,16:18, 28.3
 5:38,16:41, 29.3
 6:37,17:07,  0.6
 7:38,17:37,  1.6
 8:38,18:11,  2.6
 9:38,18:52,  3.6
10:34,19:40,  4.6
11:26,20:34,  5.6
12:12,21:35,  6.6
12:51,22:39,  7.6
13:25,23:44,  8.6
13:55,--:--,  9.6
