月の出,月の入,月齢
 9:31,23:44,  5.0
10:37,--:--,  6.0
11:38, 0:11,  7.0
12:37, 0:34,  8.0
13:35, 0:56,  9.0
14:32, 1:18, 10.0
15:30, 1:41, 11.0
16:30, 2:06, 12.0
17:31, 2:34, 13.0
18:32, 3:08, 14.0
19:31, 3:49, 15.0
20:26, 4:38, 16.0
21:13, 5:34, 17.0
21:54, 6:37, 18.0
22:29, 7:43, 19.0
22:59, 8:50, 20.0
23:26, 9:57, 21.0
23:52,11:04, 22.0
--:--,12:11, 23.0
 0:18,13:20, 24.0
 0:46,14:33, 25.0
 1:18,15:48, 26.0
 1:56,17:05, 27.0
 2:44,18:20, 28.0
 3:41,19:26, 29.0
 4:48,20:22,  0.7
 6:00,21:06,  1.7
 7:12,21:42,  2.7
 8:20,22:11,  3.7
 9:25,22:36,  4.7
