月の出,月の入,月齢
 7:01,21:51,  2.7
 7:43,23:07,  3.7
 8:33,--:--,  4.7
 9:31, 0:16,  5.7
10:36, 1:15,  6.7
11:43, 2:03,  7.7
12:49, 2:42,  8.7
13:53, 3:13,  9.7
14:54, 3:40, 10.7
15:53, 4:04, 11.7
16:50, 4:25, 12.7
17:48, 4:47, 13.7
18:46, 5:09, 14.7
19:45, 5:33, 15.7
20:46, 5:59, 16.7
21:47, 6:31, 17.7
22:46, 7:08, 18.7
23:43, 7:54, 19.7
--:--, 8:47, 20.7
 0:33, 9:47, 21.7
 1:17,10:52, 22.7
 1:54,12:01, 23.7
 2:26,13:10, 24.7
 2:56,14:21, 25.7
 3:23,15:33, 26.7
 3:51,16:46, 27.7
 4:20,18:03, 28.7
 4:53,19:22,  0.3
 5:33,20:42,  1.3
 6:20,21:57,  2.3
