月の出,月の入,月齢
13:41, 1:57, 10.8
14:12, 3:09, 11.8
14:49, 4:25, 12.8
15:34, 5:44, 13.8
16:31, 7:03, 14.8
17:38, 8:15, 15.8
18:51, 9:16, 16.8
20:05,10:05, 17.8
21:17,10:43, 18.8
22:24,11:14, 19.8
23:26,11:41, 20.8
--:--,12:05, 21.8
 0:27,12:27, 22.8
 1:25,12:50, 23.8
 2:24,13:14, 24.8
 3:23,13:41, 25.8
 4:23,14:12, 26.8
 5:23,14:49, 27.8
 6:22,15:33, 28.8
 7:17,16:24,  0.1
 8:07,17:22,  1.1
 8:50,18:24,  2.1
 9:26,19:27,  3.1
 9:58,20:31,  4.1
10:26,21:35,  5.1
10:51,22:39,  6.1
11:16,23:44,  7.1
11:41,--:--,  8.1
12:09, 0:52,  9.1
12:42, 2:03, 10.1
13:22, 3:18, 11.1
