月の出,月の入,月齢
10:26,22:59,  5.7
11:25,23:21,  6.7
12:23,23:43,  7.7
13:21,--:--,  8.7
14:21, 0:07,  9.7
15:21, 0:35, 10.7
16:22, 1:06, 11.7
17:23, 1:45, 12.7
18:19, 2:31, 13.7
19:09, 3:25, 14.7
19:53, 4:27, 15.7
20:30, 5:33, 16.7
21:02, 6:41, 17.7
21:30, 7:49, 18.7
21:56, 8:57, 19.7
22:21,10:04, 20.7
22:48,11:12, 21.7
23:18,12:22, 22.7
23:53,13:34, 23.7
--:--,14:49, 24.7
 0:35,16:03, 25.7
 1:28,17:11, 26.7
 2:29,18:10, 27.7
 3:39,18:59, 28.7
 4:50,19:38,  0.3
 6:01,20:09,  1.3
 7:08,20:36,  2.3
 8:11,21:00,  3.3
 9:12,21:23,  4.3
10:11,21:45,  5.3
11:10,22:09,  6.3
