月の出,月の入,月齢
12:09,22:34,  7.3
13:09,23:04,  8.3
14:10,23:40,  9.3
15:11,--:--, 10.3
16:09, 0:23, 11.3
17:02, 1:14, 12.3
17:48, 2:13, 13.3
18:28, 3:18, 14.3
19:02, 4:26, 15.3
19:32, 5:36, 16.3
19:59, 6:45, 17.3
20:25, 7:54, 18.3
20:52, 9:03, 19.3
21:21,10:13, 20.3
21:54,11:26, 21.3
22:33,12:39, 22.3
23:21,13:53, 23.3
--:--,15:02, 24.3
 0:19,16:03, 25.3
 1:24,16:54, 26.3
 2:34,17:35, 27.3
 3:44,18:09, 28.3
 4:52,18:37, 29.3
 5:57,19:02,  0.9
 6:59,19:25,  1.9
 7:59,19:47,  2.9
 8:58,20:10,  3.9
 9:57,20:35,  4.9
10:57,21:03,  5.9
11:58,21:36,  6.9
12:59,22:15,  7.9
