月の出,月の入,月齢
10:44,23:16,  5.7
11:42,23:38,  6.7
12:39,--:--,  7.7
13:37, 0:02,  8.7
14:35, 0:26,  9.7
15:35, 0:55, 10.7
16:36, 1:27, 11.7
17:35, 2:06, 12.7
18:32, 2:53, 13.7
19:22, 3:47, 14.7
20:06, 4:49, 15.7
20:44, 5:54, 16.7
21:16, 7:01, 17.7
21:45, 8:09, 18.7
22:12, 9:15, 19.7
22:39,10:21, 20.7
23:06,11:28, 21.7
23:37,12:37, 22.7
--:--,13:49, 23.7
 0:13,15:03, 24.7
 0:57,16:16, 25.7
 1:49,17:24, 26.7
 2:51,18:23, 27.7
 4:00,19:12, 28.7
 5:11,19:52,  0.3
 6:21,20:24,  1.3
 7:27,20:52,  2.3
 8:30,21:17,  3.3
 9:30,21:40,  4.3
10:28,22:03,  5.3
11:26,22:27,  6.3
