月の出,月の入,月齢
13:59, 2:14, 10.8
14:31, 3:25, 11.8
15:09, 4:40, 12.8
15:56, 5:58, 13.8
16:53, 7:16, 14.8
18:00, 8:28, 15.8
19:13, 9:29, 16.8
20:26,10:19, 17.8
21:37,10:58, 18.8
22:42,11:30, 19.8
23:44,11:57, 20.8
--:--,12:21, 21.8
 0:44,12:45, 22.8
 1:42,13:08, 23.8
 2:39,13:33, 24.8
 3:38,14:01, 25.8
 4:37,14:33, 26.8
 5:37,15:11, 27.8
 6:35,15:55, 28.8
 7:30,16:46,  0.1
 8:20,17:43,  1.1
 9:03,18:45,  2.1
 9:40,19:48,  3.1
10:12,20:51,  4.1
10:41,21:54,  5.1
11:07,22:57,  6.1
11:33,--:--,  7.1
11:59, 0:01,  8.1
12:28, 1:08,  9.1
13:02, 2:18, 10.1
13:42, 3:32, 11.1
