月の出,月の入,月齢
 9:51,23:59,  5.0
10:56,--:--,  6.0
11:57, 0:26,  7.0
12:55, 0:51,  8.0
13:51, 1:13,  9.0
14:48, 1:36, 10.0
15:46, 1:59, 11.0
16:45, 2:25, 12.0
17:45, 2:54, 13.0
18:45, 3:29, 14.0
19:44, 4:11, 15.0
20:38, 5:00, 16.0
21:26, 5:56, 17.0
22:08, 6:58, 18.0
22:43, 8:04, 19.0
23:14, 9:10, 20.0
23:42,10:16, 21.0
--:--,11:22, 22.0
 0:08,12:28, 23.0
 0:35,13:37, 24.0
 1:04,14:48, 25.0
 1:37,16:03, 26.0
 2:17,17:19, 27.0
 3:05,18:33, 28.0
 4:03,19:39, 29.0
 5:10,20:35,  0.7
 6:21,21:20,  1.7
 7:32,21:56,  2.7
 8:40,22:26,  3.7
 9:44,22:52,  4.7
