月の出,月の入,月齢
 8:50,20:39,  2.6
 9:18,21:48,  3.6
 9:46,22:58,  4.6
10:15,--:--,  5.6
10:48, 0:09,  6.6
11:27, 1:21,  7.6
12:13, 2:33,  8.6
13:07, 3:41,  9.6
14:08, 4:42, 10.6
15:14, 5:34, 11.6
16:21, 6:17, 12.6
17:26, 6:52, 13.6
18:28, 7:22, 14.6
19:28, 7:47, 15.6
20:26, 8:11, 16.6
21:23, 8:33, 17.6
22:20, 8:56, 18.6
23:18, 9:20, 19.6
--:--, 9:46, 20.6
 0:18,10:17, 21.6
 1:19,10:54, 22.6
 2:19,11:38, 23.6
 3:18,12:32, 24.6
 4:13,13:33, 25.6
 5:00,14:41, 26.6
 5:41,15:53, 27.6
 6:17,17:06, 28.6
 6:48,18:18,  0.1
