月の出,月の入,月齢
14:38, 1:10, 10.6
15:05, 2:17, 11.6
15:34, 3:26, 12.6
16:04, 4:38, 13.6
16:40, 5:53, 14.6
17:22, 7:11, 15.6
18:13, 8:30, 16.6
19:15, 9:45, 17.6
20:23,10:50, 18.6
21:35,11:44, 19.6
22:44,12:26, 20.6
23:50,13:01, 21.6
--:--,13:29, 22.6
 0:53,13:55, 23.6
 1:53,14:18, 24.6
 2:50,14:41, 25.6
 3:48,15:05, 26.6
 4:46,15:30, 27.6
 5:45,15:59, 28.6
 6:44,16:33, 29.6
 7:44,17:12,  0.8
 8:41,17:58,  1.8
 9:35,18:51,  2.8
10:22,19:49,  3.8
11:03,20:51,  4.8
11:39,21:54,  5.8
12:10,22:58,  6.8
12:38,--:--,  7.8
13:05, 0:02,  8.8
13:31, 1:07,  9.8
