月の出,月の入,月齢
14:12,4:25,12.1
15:13,5:38,13.1
16:24,6:45,14.1
17:38,7:41,15.1
18:52,8:26,16.1
20:02,9:03,17.1
21:07,9:33,18.1
22:09,10:00,19.1
23:09,10:25,20.1
--:--,10:49,21.1
0:07,11:14,22.1
1:06,11:41,23.1
2:05,12:12,24.1
3:04,12:48,25.1
4:03,13:30,26.1
4:59,14:19,27.1
5:51,15:14,28.1
6:37,16:15,29.1
7:17,17:18,0.3
7:51,18:22,1.3
8:22,19:26,2.3
8:49,20:29,3.3
9:15,21:33,4.3
9:41,22:37,5.3
10:09,23:45,6.3
10:40,--:--,7.3
11:17,0:55,8.3
12:02,2:08,9.3
12:57,3:20,10.3
14:01,4:28,11.3
15:13,5:27,12.3
