月の出,月の入,月齢
20:16,5:12,16.0
20:50,6:12,17.0
21:20,7:13,18.0
21:47,8:14,19.0
22:12,9:14,20.0
22:38,10:15,21.0
23:04,11:17,22.0
23:34,12:21,23.0
--:--,13:30,24.0
0:08,14:42,25.0
0:50,15:56,26.0
1:42,17:08,27.0
2:45,18:14,28.0
3:57,19:08,29.0
5:14,19:53,0.7
6:29,20:30,1.7
7:41,21:01,2.7
8:48,21:28,3.7
9:53,21:54,4.7
10:55,22:20,5.7
11:55,22:47,6.7
12:56,23:17,7.7
13:56,23:51,8.7
14:56,--:--,9.7
15:53,0:31,10.7
16:46,1:16,11.7
17:34,2:08,12.7
18:16,3:04,13.7
18:52,4:04,14.7
19:23,5:06,15.7
19:51,6:07,16.7
