月の出,月の入,月齢
20:17,10:33,20.0
21:16,11:41,21.0
22:23,12:43,22.0
23:34,13:36,23.0
--:--,14:19,24.0
0:45,14:55,25.0
1:54,15:26,26.0
3:01,15:54,27.0
4:06,16:21,28.0
5:09,16:47,29.0
6:12,17:15,0.5
7:15,17:46,1.5
8:18,18:20,2.5
9:19,18:59,3.5
10:18,19:44,4.5
11:13,20:35,5.5
12:01,21:30,6.5
12:44,22:29,7.5
13:20,23:29,8.5
13:52,--:--,9.5
14:21,0:29,10.5
14:47,1:30,11.5
15:13,2:32,12.5
15:40,3:35,13.5
16:09,4:40,14.5
16:43,5:49,15.5
17:22,7:02,16.5
18:10,8:16,17.5
19:08,9:29,18.5
20:14,10:35,19.5
21:25,11:32,20.5
