月の出,月の入,月齢
 9:56,23:57,  5.0
10:59,--:--,  6.0
11:59, 0:26,  7.0
12:56, 0:51,  8.0
13:52, 1:15,  9.0
14:48, 1:38, 10.0
15:44, 2:03, 11.0
16:42, 2:29, 12.0
17:41, 3:00, 13.0
18:41, 3:35, 14.0
19:39, 4:17, 15.0
20:34, 5:07, 16.0
21:22, 6:03, 17.0
22:04, 7:05, 18.0
22:40, 8:09, 19.0
23:12, 9:14, 20.0
23:41,10:19, 21.0
--:--,11:24, 22.0
 0:09,12:29, 23.0
 0:37,13:36, 24.0
 1:08,14:47, 25.0
 1:42,16:00, 26.0
 2:22,17:15, 27.0
 3:11,18:28, 28.0
 4:10,19:35, 29.0
 5:17,20:31,  0.7
 6:27,21:17,  1.7
 7:37,21:54,  2.7
 8:44,22:25,  3.7
 9:47,22:52,  4.7
