月の出,月の入,月齢
14:38, 1:14, 10.6
15:06, 2:19, 11.6
15:36, 3:27, 12.6
16:08, 4:37, 13.6
16:44, 5:51, 14.6
17:28, 7:08, 15.6
18:20, 8:26, 16.6
19:22, 9:40, 17.6
20:30,10:46, 18.6
21:41,11:40, 19.6
22:49,12:23, 20.6
23:54,12:59, 21.6
--:--,13:28, 22.6
 0:56,13:55, 23.6
 1:54,14:19, 24.6
 2:51,14:43, 25.6
 3:47,15:08, 26.6
 4:44,15:34, 27.6
 5:42,16:04, 28.6
 6:41,16:39, 29.6
 7:40,17:19,  0.8
 8:37,18:05,  1.8
 9:30,18:58,  2.8
10:18,19:56,  3.8
11:00,20:57,  4.8
11:36,21:59,  5.8
12:08,23:01,  6.8
12:37,--:--,  7.8
13:05, 0:04,  8.8
13:33, 1:08,  9.8
