月の出,月の入,月齢
 7:18,19:31,  1.1
 7:48,20:42,  2.1
 8:19,21:54,  3.1
 8:53,23:07,  4.1
 9:31,--:--,  5.1
10:16, 0:20,  6.1
11:09, 1:29,  7.1
12:08, 2:33,  8.1
13:12, 3:28,  9.1
14:17, 4:13, 10.1
15:21, 4:51, 11.1
16:23, 5:23, 12.1
17:21, 5:50, 13.1
18:18, 6:15, 14.1
19:14, 6:38, 15.1
20:10, 7:02, 16.1
21:07, 7:26, 17.1
22:05, 7:52, 18.1
23:04, 8:22, 19.1
--:--, 8:57, 20.1
 0:04, 9:39, 21.1
 1:02,10:27, 22.1
 1:57,11:24, 23.1
 2:47,12:27, 24.1
 3:31,13:35, 25.1
 4:09,14:45, 26.1
 4:43,15:55, 27.1
 5:14,17:06, 28.1
 5:44,18:17, 29.1
 6:15,19:30,  0.7
 6:48,20:46,  1.7
