月の出,月の入,月齢
 8:29,18:19,  1.2
 9:11,19:28,  2.2
 9:48,20:37,  3.2
10:20,21:44,  4.2
10:49,22:51,  5.2
11:17,23:57,  6.2
11:46,--:--,  7.2
12:17, 1:05,  8.2
12:53, 2:15,  9.2
13:35, 3:27, 10.2
14:25, 4:38, 11.2
15:23, 5:45, 12.2
16:28, 6:45, 13.2
17:35, 7:35, 14.2
18:41, 8:17, 15.2
19:44, 8:51, 16.2
20:45, 9:20, 17.2
21:42, 9:46, 18.2
22:38,10:10, 19.2
23:33,10:33, 20.2
--:--,10:57, 21.2
 0:30,11:23, 22.2
 1:27,11:52, 23.2
 2:27,12:26, 24.2
 3:28,13:08, 25.2
 4:29,13:57, 26.2
 5:27,14:56, 27.2
 6:20,16:01, 28.2
 7:06,17:11, 29.2
 7:45,18:22,  0.6
 8:19,19:32,  1.6
