月の出,月の入,月齢
 7:46,23:11,  3.3
 8:51,--:--,  4.3
 9:58, 0:06,  5.3
11:05, 0:51,  6.3
12:09, 1:27,  7.3
13:09, 1:57,  8.3
14:07, 2:24,  9.3
15:03, 2:48, 10.3
15:58, 3:11, 11.3
16:54, 3:35, 12.3
17:51, 3:59, 13.3
18:50, 4:27, 14.3
19:49, 4:59, 15.3
20:48, 5:36, 16.3
21:45, 6:20, 17.3
22:38, 7:11, 18.3
23:24, 8:09, 19.3
--:--, 9:11, 20.3
 0:04,10:16, 21.3
 0:39,11:21, 22.3
 1:10,12:27, 23.3
 1:39,13:33, 24.3
 2:08,14:41, 25.3
 2:37,15:52, 26.3
 3:10,17:06, 27.3
 3:48,18:23, 28.3
 4:33,19:39, 29.3
 5:27,20:51,  1.0
 6:31,21:52,  2.0
 7:39,22:43,  3.0
 8:49,23:24,  4.0
