月の出,月の入,月齢
 6:54,19:05,  1.1
 7:21,20:19,  2.1
 7:48,21:34,  3.1
 8:19,22:51,  4.1
 8:54,--:--,  5.1
 9:37, 0:06,  6.1
10:28, 1:18,  7.1
11:27, 2:22,  8.1
12:32, 3:16,  9.1
13:39, 4:00, 10.1
14:46, 4:35, 11.1
15:50, 5:05, 12.1
16:52, 5:29, 13.1
17:51, 5:52, 14.1
18:50, 6:12, 15.1
19:49, 6:33, 16.1
20:48, 6:55, 17.1
21:49, 7:19, 18.1
22:50, 7:46, 19.1
23:52, 8:19, 20.1
--:--, 8:58, 21.1
 0:52, 9:46, 22.1
 1:47,10:43, 23.1
 2:36,11:47, 24.1
 3:17,12:57, 25.1
 3:53,14:10, 26.1
 4:24,15:23, 27.1
 4:52,16:38, 28.1
 5:19,17:53, 29.1
 5:46,19:09,  0.7
 6:16,20:28,  1.7
