月の出,月の入,月齢
 7:05,23:00,  3.3
 8:10,23:54,  4.3
 9:19,--:--,  5.3
10:28, 0:37,  6.3
11:35, 1:11,  7.3
12:38, 1:38,  8.3
13:38, 2:02,  9.3
14:37, 2:24, 10.3
15:35, 2:44, 11.3
16:33, 3:05, 12.3
17:33, 3:28, 13.3
18:34, 3:53, 14.3
19:36, 4:22, 15.3
20:37, 4:57, 16.3
21:35, 5:39, 17.3
22:27, 6:30, 18.3
23:12, 7:28, 19.3
23:50, 8:32, 20.3
--:--, 9:39, 21.3
 0:22,10:47, 22.3
 0:50,11:56, 23.3
 1:17,13:06, 24.3
 1:42,14:17, 25.3
 2:09,15:31, 26.3
 2:38,16:48, 27.3
 3:12,18:08, 28.3
 3:55,19:27, 29.3
 4:47,20:40,  1.0
 5:49,21:41,  2.0
 6:59,22:30,  3.0
 8:11,23:08,  4.0
