月の出,月の入,月齢
 8:28,20:12,  2.6
 8:54,21:24,  3.6
 9:20,22:36,  4.6
 9:47,23:49,  5.6
10:18,--:--,  6.6
10:55, 1:03,  7.6
11:39, 2:16,  8.6
12:33, 3:25,  9.6
13:34, 4:26, 10.6
14:41, 5:18, 11.6
15:49, 5:59, 12.6
16:56, 6:33, 13.6
18:00, 7:01, 14.6
19:02, 7:25, 15.6
20:01, 7:47, 16.6
21:00, 8:08, 17.6
21:58, 8:29, 18.6
22:58, 8:51, 19.6
23:59, 9:16, 20.6
--:--, 9:45, 21.6
 1:02,10:21, 22.6
 2:04,11:04, 23.6
 3:03,11:57, 24.6
 3:57,12:59, 25.6
 4:44,14:08, 26.6
 5:24,15:22, 27.6
 5:57,16:36, 28.6
 6:27,17:51,  0.1
