月の出,月の入,月齢
 8:17,17:40,  1.2
 8:57,18:52,  2.2
 9:30,20:03,  3.2
 9:59,21:14,  4.2
10:25,22:24,  5.2
10:51,23:34,  6.2
11:16,--:--,  7.2
11:44, 0:45,  8.2
12:17, 1:57,  9.2
12:56, 3:12, 10.2
13:44, 4:25, 11.2
14:42, 5:34, 12.2
15:47, 6:34, 13.2
16:56, 7:23, 14.2
18:05, 8:02, 15.2
19:11, 8:34, 16.2
20:14, 9:00, 17.2
21:14, 9:23, 18.2
22:13, 9:44, 19.2
23:11,10:05, 20.2
--:--,10:26, 21.2
 0:10,10:50, 22.2
 1:10,11:16, 23.2
 2:13,11:48, 24.2
 3:16,12:28, 25.2
 4:18,13:16, 26.2
 5:17,14:14, 27.2
 6:08,15:21, 28.2
 6:52,16:33, 29.2
 7:29,17:47,  0.6
 8:00,19:00,  1.6
