月の出,月の入,月齢
23:37,11:53,21.8
--:--,12:17,22.8
0:44,12:40,23.8
1:49,13:03,24.8
2:53,13:28,25.8
3:57,13:56,26.8
5:02,14:29,27.8
6:04,15:08,28.8
7:03,15:53,0.1
7:56,16:46,1.1
8:41,17:44,2.1
9:20,18:44,3.1
9:52,19:46,4.1
10:19,20:48,5.1
10:43,21:49,6.1
11:05,22:51,7.1
11:27,23:54,8.1
11:49,--:--,9.1
12:14,1:00,10.1
12:43,2:09,11.1
13:19,3:23,12.1
14:04,4:40,13.1
15:03,5:56,14.1
16:13,7:05,15.1
17:32,8:03,16.1
18:53,8:48,17.1
20:10,9:24,18.1
21:24,9:54,19.1
22:33,10:20,20.1
23:40,10:44,21.1
--:--,11:07,22.1
