月の出,月の入,月齢
20:09,6:51,17.7
20:31,7:55,18.7
20:53,9:00,19.7
21:18,10:07,20.7
21:46,11:17,21.7
22:20,12:30,22.7
23:04,13:44,23.7
23:59,14:58,24.7
--:--,16:04,25.7
1:05,17:01,26.7
2:21,17:46,27.7
3:40,18:23,28.7
4:57,18:52,0.4
6:11,19:18,1.4
7:22,19:42,2.4
8:30,20:05,3.4
9:36,20:28,4.4
10:42,20:55,5.4
11:46,21:24,6.4
12:50,21:59,7.4
13:51,22:41,8.4
14:46,23:30,9.4
15:36,--:--,10.4
16:18,0:26,11.4
16:54,1:27,12.4
17:24,2:30,13.4
17:50,3:35,14.4
18:14,4:41,15.4
18:36,5:46,16.4
18:59,6:51,17.4
19:23,7:59,18.4
