月の出,月の入,月齢
20:19,4:44,16.0
20:51,5:47,17.0
21:18,6:51,18.0
21:41,7:55,19.0
22:04,8:58,20.0
22:26,10:02,21.0
22:49,11:08,22.0
23:15,12:16,23.0
23:45,13:28,24.0
--:--,14:44,25.0
0:24,16:01,26.0
1:13,17:15,27.0
2:15,18:20,28.0
3:28,19:12,29.0
4:48,19:53,0.7
6:07,20:26,1.7
7:23,20:54,2.7
8:34,21:18,3.7
9:42,21:41,4.7
10:47,22:03,5.7
11:52,22:27,6.7
12:55,22:54,7.7
13:59,23:25,8.7
15:01,--:--,9.7
16:00,0:02,10.7
16:53,0:46,11.7
17:40,1:38,12.7
18:20,2:36,13.7
18:53,3:38,14.7
19:22,4:42,15.7
19:46,5:47,16.7
