月の出,月の入,月齢
19:49,10:37,20.0
20:47,11:48,21.0
21:54,12:49,22.0
23:07,13:40,23.0
--:--,14:20,24.0
0:22,14:53,25.0
1:35,15:21,26.0
2:45,15:45,27.0
3:54,16:08,28.0
5:01,16:31,29.0
6:07,16:56,0.5
7:13,17:23,1.5
8:19,17:54,2.5
9:24,18:31,3.5
10:24,19:15,4.5
11:20,20:05,5.5
12:07,21:02,6.5
12:48,22:02,7.5
13:22,23:05,8.5
13:51,--:--,9.5
14:17,0:09,10.5
14:40,1:13,11.5
15:03,2:18,12.5
15:26,3:24,13.5
15:52,4:34,14.5
16:21,5:46,15.5
16:58,7:02,16.5
17:43,8:20,17.5
18:39,9:35,18.5
19:45,10:41,19.5
20:58,11:36,20.5
