月の出,月の入,月齢
14:29,--:--,  9.3
15:08, 0:15, 10.3
15:42, 1:20, 11.3
16:13, 2:27, 12.3
16:43, 3:35, 13.3
17:11, 4:44, 14.3
17:42, 5:54, 15.3
18:15, 7:07, 16.3
18:53, 8:22, 17.3
19:39, 9:39, 18.3
20:34,10:54, 19.3
21:36,12:02, 20.3
22:44,13:00, 21.3
23:52,13:48, 22.3
--:--,14:27, 23.3
 0:58,14:59, 24.3
 2:02,15:27, 25.3
 3:02,15:52, 26.3
 4:00,16:16, 27.3
 4:58,16:39, 28.3
 5:55,17:04, 29.3
 6:53,17:31,  0.6
 7:52,18:02,  1.6
 8:51,18:38,  2.6
 9:50,19:20,  3.6
10:46,20:08,  4.6
11:38,21:03,  5.6
12:24,22:02,  6.6
13:04,23:05,  7.6
13:39,--:--,  8.6
14:11, 0:09,  9.6
