月の出,月の入,月齢
10:47,23:18,  5.7
11:44,23:41,  6.7
12:41,--:--,  7.7
13:38, 0:05,  8.7
14:35, 0:31,  9.7
15:35, 0:59, 10.7
16:35, 1:33, 11.7
17:34, 2:12, 12.7
18:30, 2:59, 13.7
19:21, 3:54, 14.7
20:06, 4:55, 15.7
20:44, 6:00, 16.7
21:17, 7:06, 17.7
21:47, 8:13, 18.7
22:14, 9:18, 19.7
22:42,10:24, 20.7
23:10,11:30, 21.7
23:42,12:38, 22.7
--:--,13:49, 23.7
 0:18,15:02, 24.7
 1:02,16:15, 25.7
 1:56,17:23, 26.7
 2:58,18:22, 27.7
 4:06,19:11, 28.7
 5:17,19:52,  0.3
 6:26,20:25,  1.3
 7:31,20:53,  2.3
 8:33,21:19,  3.3
 9:32,21:43,  4.3
10:30,22:07,  5.3
11:27,22:32,  6.3
