月の出,月の入,月齢
 7:45,23:14,  3.3
 8:50,--:--,  4.3
 9:58, 0:09,  5.3
11:05, 0:54,  6.3
12:09, 1:30,  7.3
13:10, 2:00,  8.3
14:08, 2:26,  9.3
15:04, 2:49, 10.3
16:00, 3:12, 11.3
16:56, 3:35, 12.3
17:53, 4:00, 13.3
18:52, 4:27, 14.3
19:52, 4:59, 15.3
20:52, 5:36, 16.3
21:49, 6:20, 17.3
22:41, 7:11, 18.3
23:27, 8:08, 19.3
--:--, 9:11, 20.3
 0:07,10:16, 21.3
 0:41,11:22, 22.3
 1:12,12:28, 23.3
 1:41,13:34, 24.3
 2:09,14:43, 25.3
 2:38,15:54, 26.3
 3:10,17:08, 27.3
 3:48,18:25, 28.3
 4:33,19:42, 29.3
 5:27,20:54,  1.0
 6:30,21:56,  2.0
 7:39,22:46,  3.0
 8:49,23:27,  4.0
