月の出,月の入,月齢
14:08,22:17,  8.9
15:03,23:13,  9.9
15:50,--:--, 10.9
16:28, 0:17, 11.9
17:00, 1:28, 12.9
17:26, 2:43, 13.9
17:49, 3:58, 14.9
18:11, 5:14, 15.9
18:32, 6:31, 16.9
18:56, 7:49, 17.9
19:22, 9:08, 18.9
19:55,10:29, 19.9
20:36,11:50, 20.9
21:29,13:04, 21.9
22:32,14:08, 22.9
23:43,15:00, 23.9
--:--,15:39, 24.9
 0:56,16:10, 25.9
 2:09,16:34, 26.9
 3:19,16:55, 27.9
 4:26,17:14, 28.9
 5:31,17:31,  0.3
 6:36,17:49,  1.3
 7:40,18:09,  2.3
 8:44,18:31,  3.3
 9:49,18:57,  4.3
10:54,19:30,  5.3
11:56,20:11,  6.3
12:53,21:01,  7.3
13:42,22:00,  8.3
