月の出,月の入,月齢
 8:23,20:00,  2.6
 8:45,21:16,  3.6
 9:06,22:33,  4.6
 9:29,23:51,  5.6
 9:56,--:--,  6.6
10:28, 1:09,  7.6
11:09, 2:26,  8.6
12:01, 3:37,  9.6
13:02, 4:39, 10.6
14:12, 5:29, 11.6
15:23, 6:07, 12.6
16:34, 6:37, 13.6
17:43, 7:01, 14.6
18:48, 7:21, 15.6
19:52, 7:40, 16.6
20:54, 7:57, 17.6
21:57, 8:14, 18.6
23:00, 8:32, 19.6
--:--, 8:54, 20.6
 0:05, 9:19, 21.6
 1:11, 9:51, 22.6
 2:16,10:32, 23.6
 3:17,11:24, 24.6
 4:10,12:27, 25.6
 4:54,13:40, 26.6
 5:30,14:57, 27.6
 5:59,16:17, 28.6
 6:24,17:36,  0.1
