月の出,月の入,月齢
14:12, 0:24, 10.6
14:34, 1:37, 11.6
14:55, 2:53, 12.6
15:19, 4:11, 13.6
15:48, 5:33, 14.6
16:23, 6:58, 15.6
17:10, 8:23, 16.6
18:08, 9:42, 17.6
19:18,10:47, 18.6
20:34,11:37, 19.6
21:49,12:14, 20.6
23:01,12:43, 21.6
--:--,13:06, 22.6
 0:10,13:26, 23.6
 1:15,13:44, 24.6
 2:19,14:02, 25.6
 3:22,14:20, 26.6
 4:25,14:40, 27.6
 5:30,15:04, 28.6
 6:34,15:33, 29.6
 7:38,16:08,  0.8
 8:38,16:52,  1.8
 9:32,17:45,  2.8
10:18,18:45,  3.8
10:56,19:51,  4.8
11:26,21:00,  5.8
11:52,22:09,  6.8
12:14,23:19,  7.8
12:35,--:--,  8.8
12:56, 0:31,  9.8
