月の出,月の入,月齢
13:18, 1:44, 10.8
13:43, 3:02, 11.8
14:14, 4:24, 12.8
14:54, 5:49, 13.8
15:47, 7:11, 14.8
16:54, 8:25, 15.8
18:10, 9:24, 16.8
19:29,10:09, 17.8
20:45,10:42, 18.8
21:57,11:08, 19.8
23:05,11:30, 20.8
--:--,11:49, 21.8
 0:10,12:07, 22.8
 1:14,12:25, 23.8
 2:17,12:45, 24.8
 3:21,13:08, 25.8
 4:26,13:35, 26.8
 5:30,14:08, 27.8
 6:32,14:49, 28.8
 7:28,15:40,  0.1
 8:16,16:39,  1.1
 8:56,17:44,  2.1
 9:29,18:52,  3.1
 9:56,20:01,  4.1
10:19,21:10,  5.1
10:39,22:19,  6.1
10:59,23:30,  7.1
11:20,--:--,  8.1
11:42, 0:43,  9.1
12:10, 1:59, 10.1
12:44, 3:20, 11.1
