月の出,月の入,月齢
13:50, 2:03, 10.8
14:23, 3:14, 11.8
15:01, 4:28, 12.8
15:48, 5:46, 13.8
16:45, 7:03, 14.8
17:52, 8:15, 15.8
19:05, 9:17, 16.8
20:18,10:06, 17.8
21:28,10:46, 18.8
22:33,11:19, 19.8
23:35,11:46, 20.8
--:--,12:11, 21.8
 0:33,12:35, 22.8
 1:31,12:59, 23.8
 2:28,13:25, 24.8
 3:26,13:53, 25.8
 4:25,14:25, 26.8
 5:24,15:03, 27.8
 6:22,15:48, 28.8
 7:17,16:39,  0.1
 8:07,17:36,  1.1
 8:51,18:37,  2.1
 9:28,19:39,  3.1
10:01,20:42,  4.1
10:30,21:45,  5.1
10:57,22:47,  6.1
11:23,23:51,  7.1
11:50,--:--,  8.1
12:19, 0:57,  9.1
12:53, 2:07, 10.1
13:34, 3:20, 11.1
