月の出,月の入,月齢
 7:13,21:52,  2.7
 7:56,23:07,  3.7
 8:47,--:--,  4.7
 9:46, 0:16,  5.7
10:50, 1:15,  6.7
11:56, 2:04,  7.7
13:01, 2:44,  8.7
14:04, 3:17,  9.7
15:03, 3:44, 10.7
16:01, 4:09, 11.7
16:57, 4:32, 12.7
17:53, 4:55, 13.7
18:50, 5:18, 14.7
19:48, 5:43, 15.7
20:47, 6:11, 16.7
21:47, 6:44, 17.7
22:46, 7:22, 18.7
23:42, 8:08, 19.7
--:--, 9:01, 20.7
 0:33,10:01, 21.7
 1:17,11:06, 22.7
 1:56,12:13, 23.7
 2:30,13:21, 24.7
 3:00,14:30, 25.7
 3:29,15:40, 26.7
 3:59,16:52, 27.7
 4:29,18:07, 28.7
 5:04,19:24,  0.3
 5:45,20:43,  1.3
 6:34,21:57,  2.3
