月の出,月の入,月齢
10:34,23:06,  5.7
11:32,23:29,  6.7
12:28,23:53,  7.7
13:25,--:--,  8.7
14:23, 0:18,  9.7
15:23, 0:46, 10.7
16:23, 1:19, 11.7
17:22, 1:59, 12.7
18:19, 2:46, 13.7
19:10, 3:40, 14.7
19:54, 4:41, 15.7
20:32, 5:46, 16.7
21:05, 6:53, 17.7
21:35, 8:00, 18.7
22:02, 9:05, 19.7
22:29,10:11, 20.7
22:57,11:18, 21.7
23:29,12:26, 22.7
--:--,13:37, 23.7
 0:05,14:50, 24.7
 0:49,16:03, 25.7
 1:42,17:11, 26.7
 2:44,18:10, 27.7
 3:53,19:00, 28.7
 5:03,19:40,  0.3
 6:12,20:13,  1.3
 7:18,20:41,  2.3
 8:20,21:07,  3.3
 9:20,21:30,  4.3
10:17,21:54,  5.3
11:15,22:19,  6.3
