月の出,月の入,月齢
 7:07,19:20,  1.1
 7:36,20:31,  2.1
 8:07,21:44,  3.1
 8:40,22:57,  4.1
 9:18,--:--,  5.1
10:02, 0:11,  6.1
10:55, 1:21,  7.1
11:54, 2:25,  8.1
12:58, 3:19,  9.1
14:04, 4:05, 10.1
15:08, 4:42, 11.1
16:10, 5:13, 12.1
17:09, 5:40, 13.1
18:07, 6:04, 14.1
19:03, 6:27, 15.1
20:00, 6:50, 16.1
20:57, 7:14, 17.1
21:56, 7:40, 18.1
22:55, 8:09, 19.1
23:55, 8:43, 20.1
--:--, 9:24, 21.1
 0:54,10:13, 22.1
 1:49,11:10, 23.1
 2:39,12:13, 24.1
 3:22,13:21, 25.1
 4:00,14:31, 26.1
 4:33,15:42, 27.1
 5:04,16:54, 28.1
 5:33,18:06, 29.1
 6:03,19:20,  0.7
 6:36,20:36,  1.7
