月の出,月の入,月齢
12:13,22:46,  7.3
13:12,23:17,  8.3
14:11,23:53,  9.3
15:11,--:--, 10.3
16:09, 0:37, 11.3
17:02, 1:28, 12.3
17:49, 2:27, 13.3
18:30, 3:32, 14.3
19:05, 4:39, 15.3
19:36, 5:47, 16.3
20:05, 6:54, 17.3
20:32, 8:02, 18.3
21:00, 9:09, 19.3
21:31,10:18, 20.3
22:05,11:29, 21.3
22:46,12:41, 22.3
23:36,13:53, 23.3
--:--,15:02, 24.3
 0:33,16:03, 25.3
 1:39,16:54, 26.3
 2:48,17:37, 27.3
 3:56,18:12, 28.3
 5:03,18:42, 29.3
 6:06,19:08,  0.9
 7:07,19:32,  1.9
 8:05,19:56,  2.9
 9:03,20:20,  3.9
10:01,20:46,  4.9
11:00,21:15,  5.9
11:59,21:49,  6.9
12:59,22:30,  7.9
