月の出,月の入,月齢
19:40,5:19,16.0
20:18,6:16,17.0
20:52,7:13,18.0
21:23,8:09,19.0
21:54,9:04,20.0
22:24,10:00,21.0
22:55,10:57,22.0
23:29,11:56,23.0
--:--,13:00,24.0
0:08,14:07,25.0
0:55,15:17,26.0
1:50,16:28,27.0
2:54,17:33,28.0
4:05,18:32,29.0
5:17,19:21,0.7
6:28,20:03,1.7
7:34,20:39,2.7
8:37,21:11,3.7
9:36,21:42,4.7
10:33,22:13,5.7
11:29,22:45,6.7
12:25,23:19,7.7
13:21,23:56,8.7
14:17,--:--,9.7
15:13,0:38,10.7
16:05,1:25,11.7
16:54,2:17,12.7
17:39,3:12,13.7
18:18,4:09,14.7
18:54,5:07,15.7
19:26,6:03,16.7
