月の出,月の入,月齢
23:39,11:39,21.8
--:--,12:11,22.8
0:37,12:42,23.8
1:33,13:13,24.8
2:30,13:46,25.8
3:27,14:21,26.8
4:24,15:00,27.8
5:21,15:43,28.8
6:17,16:32,0.1
7:09,17:24,1.1
7:57,18:18,2.1
8:40,19:14,3.1
9:18,20:09,4.1
9:52,21:04,5.1
10:23,21:57,6.1
10:53,22:51,7.1
11:22,23:46,8.1
11:52,--:--,9.1
12:25,0:43,10.1
13:03,1:44,11.1
13:46,2:50,12.1
14:39,3:59,13.1
15:40,5:10,14.1
16:50,6:19,15.1
18:03,7:21,16.1
19:16,8:14,17.1
20:24,8:58,18.1
21:29,9:37,19.1
22:29,10:11,20.1
23:28,10:43,21.1
--:--,11:15,22.1
