月の出,月の入,月齢
14:20,3:46,12.1
15:23,4:57,13.1
16:32,6:04,14.1
17:43,7:03,15.1
18:52,7:53,16.1
19:57,8:34,17.1
20:57,9:10,18.1
21:54,9:41,19.1
22:49,10:11,20.1
23:43,10:40,21.1
--:--,11:09,22.1
0:37,11:41,23.1
1:32,12:15,24.1
2:27,12:54,25.1
3:23,13:39,26.1
4:18,14:29,27.1
5:10,15:23,28.1
5:58,16:21,29.1
6:41,17:21,0.3
7:20,18:20,1.3
7:55,19:19,2.3
8:27,20:17,3.3
8:58,21:16,4.3
9:29,22:15,5.3
10:02,23:17,6.3
10:38,--:--,7.3
11:20,0:22,8.3
12:09,1:31,9.3
13:06,2:40,10.3
14:10,3:47,11.3
15:20,4:48,12.3
