月の出,月の入,月齢
 6:58,21:42,  2.7
 7:40,22:58,  3.7
 8:31,--:--,  4.7
 9:30, 0:06,  5.7
10:34, 1:06,  6.7
11:40, 1:54,  7.7
12:46, 2:34,  8.7
13:49, 3:06,  9.7
14:49, 3:33, 10.7
15:47, 3:57, 11.7
16:44, 4:20, 12.7
17:41, 4:42, 13.7
18:39, 5:04, 14.7
19:37, 5:29, 15.7
20:37, 5:56, 16.7
21:38, 6:28, 17.7
22:37, 7:06, 18.7
23:33, 7:52, 19.7
--:--, 8:45, 20.7
 0:24, 9:45, 21.7
 1:08,10:50, 22.7
 1:46,11:58, 23.7
 2:19,13:06, 24.7
 2:49,14:16, 25.7
 3:17,15:27, 26.7
 3:46,16:40, 27.7
 4:16,17:56, 28.7
 4:50,19:14,  0.3
 5:30,20:33,  1.3
 6:18,21:47,  2.3
