月の出,月の入,月齢
 9:28,23:37,  5.0
10:32,--:--,  6.0
11:33, 0:04,  7.0
12:32, 0:28,  8.0
13:29, 0:51,  9.0
14:25, 1:13, 10.0
15:23, 1:37, 11.0
16:22, 2:02, 12.0
17:23, 2:31, 13.0
18:23, 3:06, 14.0
19:22, 3:47, 15.0
20:16, 4:36, 16.0
21:04, 5:33, 17.0
21:46, 6:35, 18.0
22:21, 7:40, 19.0
22:52, 8:46, 20.0
23:19, 9:53, 21.0
23:46,10:59, 22.0
--:--,12:05, 23.0
 0:13,13:14, 24.0
 0:42,14:25, 25.0
 1:14,15:40, 26.0
 1:54,16:56, 27.0
 2:41,18:10, 28.0
 3:39,19:17, 29.0
 4:46,20:13,  0.7
 5:57,20:58,  1.7
 7:08,21:34,  2.7
 8:16,22:04,  3.7
 9:20,22:30,  4.7
