月の出,月の入,月齢
10:21,22:53,  5.7
11:19,23:16,  6.7
12:16,23:39,  7.7
13:14,--:--,  8.7
14:13, 0:04,  9.7
15:13, 0:31, 10.7
16:13, 1:04, 11.7
17:13, 1:43, 12.7
18:10, 2:29, 13.7
19:00, 3:24, 14.7
19:44, 4:25, 15.7
20:22, 5:31, 16.7
20:54, 6:38, 17.7
21:23, 7:45, 18.7
21:50, 8:52, 19.7
22:16, 9:58, 20.7
22:44,11:05, 21.7
23:14,12:15, 22.7
23:50,13:26, 23.7
--:--,14:40, 24.7
 0:33,15:53, 25.7
 1:26,17:02, 26.7
 2:28,18:01, 27.7
 3:36,18:50, 28.7
 4:48,19:30,  0.3
 5:57,20:02,  1.3
 7:04,20:30,  2.3
 8:07,20:54,  3.3
 9:07,21:18,  4.3
10:05,21:41,  5.3
11:03,22:05,  6.3
