月の出,月の入,月齢
14:08,23:45,  9.3
14:46,--:--, 10.3
15:20, 0:51, 11.3
15:50, 1:59, 12.3
16:18, 3:08, 13.3
16:46, 4:18, 14.3
17:15, 5:29, 15.3
17:48, 6:43, 16.3
18:25, 7:59, 17.3
19:10, 9:17, 18.3
20:04,10:32, 19.3
21:06,11:41, 20.3
22:14,12:39, 21.3
23:23,13:27, 22.3
--:--,14:05, 23.3
 0:30,14:36, 24.3
 1:34,15:03, 25.3
 2:36,15:28, 26.3
 3:35,15:51, 27.3
 4:33,16:14, 28.3
 5:31,16:38, 29.3
 6:30,17:04,  0.6
 7:29,17:34,  1.6
 8:29,18:09,  2.6
 9:29,18:50,  3.6
10:25,19:38,  4.6
11:17,20:33,  5.6
12:03,21:33,  6.6
12:42,22:36,  7.6
13:17,23:41,  8.6
13:48,--:--,  9.6
