月の出,月の入,月齢
13:48,23:01,  8.9
14:42,23:56,  9.9
15:32,--:--, 10.9
16:14, 0:57, 11.9
16:51, 2:04, 12.9
17:24, 3:13, 13.9
17:53, 4:22, 14.9
18:20, 5:31, 15.9
18:48, 6:41, 16.9
19:18, 7:52, 17.9
19:51, 9:05, 18.9
20:30,10:20, 19.9
21:16,11:34, 20.9
22:11,12:45, 21.9
23:14,13:49, 22.9
--:--,14:43, 23.9
 0:22,15:27, 24.9
 1:30,16:03, 25.9
 2:37,16:33, 26.9
 3:41,16:59, 27.9
 4:43,17:23, 28.9
 5:42,17:46,  0.3
 6:41,18:09,  1.3
 7:39,18:34,  2.3
 8:38,19:01,  3.3
 9:38,19:33,  4.3
10:38,20:09,  5.3
11:37,20:53,  6.3
12:33,21:44,  7.3
13:23,22:42,  8.3
