月の出,月の入,月齢
23:34,11:56,21.8
--:--,12:17,22.8
0:44,12:37,23.8
1:51,12:58,24.8
2:58,13:20,25.8
4:06,13:46,26.8
5:12,14:16,27.8
6:17,14:53,28.8
7:17,15:38,0.1
8:10,16:30,1.1
8:54,17:29,2.1
9:31,18:32,3.1
10:01,19:36,4.1
10:26,20:40,5.1
10:47,21:44,6.1
11:07,22:49,7.1
11:26,23:54,8.1
11:46,--:--,9.1
12:08,1:03,10.1
12:34,2:15,11.1
13:07,3:32,12.1
13:50,4:52,13.1
14:47,6:10,14.1
15:58,7:19,15.1
17:19,8:15,16.1
18:42,8:58,17.1
20:03,9:31,18.1
21:20,9:58,19.1
22:32,10:20,20.1
23:42,10:41,21.1
--:--,11:02,22.1
