月の出,月の入,月齢
20:30,4:30,16.0
20:59,5:35,17.0
21:24,6:41,18.0
21:45,7:48,19.0
22:05,8:54,20.0
22:24,10:01,21.0
22:44,11:09,22.0
23:08,12:20,23.0
23:35,13:35,24.0
--:--,14:54,25.0
0:11,16:14,26.0
0:58,17:29,27.0
1:59,18:33,28.0
3:14,19:23,29.0
4:35,20:02,0.7
5:58,20:32,1.7
7:17,20:56,2.7
8:31,21:18,3.7
9:42,21:38,4.7
10:50,21:58,5.7
11:57,22:19,6.7
13:03,22:44,7.7
14:09,23:12,8.7
15:13,23:48,9.7
16:14,--:--,10.7
17:08,0:31,11.7
17:54,1:22,12.7
18:32,2:21,13.7
19:03,3:25,14.7
19:29,4:32,15.7
19:51,5:39,16.7
