月の出,月の入,月齢
19:34,10:50,20.0
20:31,12:02,21.0
21:39,13:03,22.0
22:54,13:51,23.0
--:--,14:29,24.0
0:12,15:00,25.0
1:28,15:24,26.0
2:41,15:46,27.0
3:53,16:07,28.0
5:02,16:27,29.0
6:12,16:49,0.5
7:21,17:13,1.5
8:29,17:42,2.5
9:36,18:17,3.5
10:38,18:59,4.5
11:34,19:50,5.5
12:21,20:47,6.5
13:00,21:49,7.5
13:32,22:54,8.5
13:59,--:--,9.5
14:22,0:00,10.5
14:42,1:07,11.5
15:03,2:15,12.5
15:23,3:24,13.5
15:46,4:37,14.5
16:13,5:52,15.5
16:46,7:11,16.5
17:29,8:32,17.5
18:23,9:48,18.5
19:30,10:55,19.5
20:45,11:49,20.5
