月の出,月の入,月齢
20:11,6:46,17.7
20:30,7:53,18.7
20:50,9:01,19.7
21:12,10:11,20.7
21:37,11:23,21.7
22:09,12:39,22.7
22:50,13:56,23.7
23:43,15:11,24.7
--:--,16:18,25.7
0:50,17:13,26.7
2:07,17:56,27.7
3:29,18:30,28.7
4:49,18:56,0.4
6:07,19:19,1.4
7:20,19:40,2.4
8:31,20:00,3.4
9:40,20:22,4.4
10:49,20:45,5.4
11:56,21:12,6.4
13:02,21:45,7.4
14:04,22:25,8.4
15:01,23:14,9.4
15:50,--:--,10.4
16:31,0:10,11.4
17:04,1:13,12.4
17:32,2:19,13.4
17:56,3:27,14.4
18:16,4:35,15.4
18:36,5:43,16.4
18:56,6:51,17.4
19:17,8:01,18.4
