月の出,月の入,月齢
10:15,22:48,  5.7
11:14,23:10,  6.7
12:12,23:32,  7.7
13:10,23:57,  8.7
14:09,--:--,  9.7
15:10, 0:24, 10.7
16:11, 0:56, 11.7
17:11, 1:34, 12.7
18:07, 2:20, 13.7
18:58, 3:15, 14.7
19:42, 4:16, 15.7
20:19, 5:22, 16.7
20:51, 6:30, 17.7
21:19, 7:38, 18.7
21:45, 8:46, 19.7
22:11, 9:53, 20.7
22:37,11:01, 21.7
23:07,12:10, 22.7
23:42,13:23, 23.7
--:--,14:37, 24.7
 0:25,15:51, 25.7
 1:17,17:00, 26.7
 2:19,17:59, 27.7
 3:28,18:47, 28.7
 4:40,19:26,  0.3
 5:50,19:58,  1.3
 6:57,20:25,  2.3
 8:00,20:49,  3.3
 9:01,21:12,  4.3
10:00,21:34,  5.3
10:59,21:58,  6.3
