月の出,月の入,月齢
11:58,22:24,  7.3
12:58,22:54,  8.3
13:59,23:29,  9.3
14:59,--:--, 10.3
15:57, 0:12, 11.3
16:50, 1:03, 12.3
17:37, 2:02, 13.3
18:17, 3:07, 14.3
18:51, 4:16, 15.3
19:21, 5:25, 16.3
19:48, 6:34, 17.3
20:14, 7:43, 18.3
20:41, 8:52, 19.3
21:10,10:02, 20.3
21:43,11:14, 21.3
22:23,12:28, 22.3
23:11,13:41, 23.3
--:--,14:50, 24.3
 0:08,15:51, 25.3
 1:14,16:42, 26.3
 2:23,17:24, 27.3
 3:33,17:58, 28.3
 4:41,18:26, 29.3
 5:46,18:51,  0.9
 6:48,19:14,  1.9
 7:48,19:37,  2.9
 8:47,20:00,  3.9
 9:46,20:25,  4.9
10:46,20:53,  5.9
11:47,21:26,  6.9
12:47,22:05,  7.9
