月の出,月の入,月齢
 9:20,23:33,  5.0
10:26,24:00,  6.0
11:27,--:--,  7.0
12:26, 0:23,  8.0
13:24, 0:45,  9.0
14:21, 1:07, 10.0
15:19, 1:30, 11.0
16:19, 1:55, 12.0
17:20, 2:24, 13.0
18:21, 2:58, 14.0
19:20, 3:39, 15.0
20:14, 4:27, 16.0
21:02, 5:24, 17.0
21:43, 6:26, 18.0
22:18, 7:32, 19.0
22:48, 8:39, 20.0
23:15, 9:46, 21.0
23:41,10:53, 22.0
--:--,12:00, 23.0
 0:07,13:09, 24.0
 0:35,14:21, 25.0
 1:07,15:37, 26.0
 1:46,16:54, 27.0
 2:33,18:08, 28.0
 3:31,19:15, 29.0
 4:37,20:10,  0.7
 5:49,20:55,  1.7
 7:01,21:30,  2.7
 8:09,22:00,  3.7
 9:14,22:25,  4.7
