月の出,月の入,月齢
 7:06,22:51,  3.3
 8:11,23:46,  4.3
 9:20,--:--,  5.3
10:28, 0:29,  6.3
11:34, 1:04,  7.3
12:36, 1:33,  8.3
13:36, 1:57,  9.3
14:33, 2:20, 10.3
15:30, 2:41, 11.3
16:28, 3:03, 12.3
17:27, 3:26, 13.3
18:27, 3:52, 14.3
19:28, 4:22, 15.3
20:28, 4:58, 16.3
21:26, 5:41, 17.3
22:18, 6:32, 18.3
23:03, 7:30, 19.3
23:42, 8:33, 20.3
--:--, 9:39, 21.3
 0:16,10:47, 22.3
 0:45,11:54, 23.3
 1:12,13:03, 24.3
 1:39,14:13, 25.3
 2:06,15:25, 26.3
 2:37,16:41, 27.3
 3:12,18:00, 28.3
 3:55,19:18, 29.3
 4:48,20:31,  1.0
 5:51,21:32,  2.0
 7:00,22:22,  3.0
 8:11,23:01,  4.0
